aung,1351,1351,4292,名詞,固有名詞,人名,名,*,*,アウン,アウン,アウン,1/3,C2
accounting,1345,1345,3452,名詞,一般,*,*,*,*,アカウンティング,アカウンティング,アカウンティング,2/7,C1
account,1345,1345,3452,名詞,一般,*,*,*,*,アカウント,アカウント,アカウント,2/5,C1
academy,1345,1345,3427,名詞,一般,*,*,*,*,アカデミー,アカデミー,アカデミー,2/5,C1
academism,1345,1345,3452,名詞,一般,*,*,*,*,アカデミズム,アカデミズム,アカデミズム,4/6,C1
academic,1347,1347,6265,名詞,形容動詞語幹,*,*,*,*,アカデミック,アカデミック,アカデミック,4/6,C1
aquamarine,1345,1345,3452,名詞,一般,*,*,*,*,アクアマリン,アクアマリン,アクアマリン,4/6,C1
acident,1345,1345,3438,名詞,一般,*,*,*,*,アクシデント,アクシデント,アクシデント,1/6,C1
action,1345,1345,3231,名詞,一般,*,*,*,*,アクション,アクション,アクション,1/4,C1
accessory,1345,1345,3328,名詞,一般,*,*,*,*,アクセサリー,アクセサリー,アクセサリー,1/6,C1
access,1343,1343,3344,名詞,サ変接続,*,*,*,*,アクセス,アクセス,アクセス,1/4,C1
access,1352,1352,6286,名詞,固有名詞,組織,*,*,*,アクセス,アクセス,アクセス,1/4,C1
accept,1343,1343,4317,名詞,サ変接続,*,*,*,*,アクセプト,アクセプト,アクセプト,3/5,C1
accel,1345,1345,3452,名詞,一般,*,*,*,*,アクセル,アクセル,アクセル,1/4,C1
accent,1345,1345,3452,名詞,一般,*,*,*,*,アクセント,アクセント,アクセント,1/5,C1
actual,1345,1345,3452,名詞,一般,*,*,*,*,アクチュアル,アクチュアル,アクチュアル,1/5,C1
active,1347,1347,6411,名詞,形容動詞語幹,*,*,*,*,アクティブ,アクティブ,アクティブ,1/4,C1
active,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アクティブ,アクティブ,アクティブ,1/4,C1
acrobat,1345,1345,3448,名詞,一般,*,*,*,*,アクロバット,アクロバット,アクロバット,4/6,C1
agnes,1351,1351,4313,名詞,固有名詞,人名,名,*,*,アグネス,アグネス,アグネス,1/4,C1
agri,1351,1351,4301,名詞,固有名詞,人名,名,*,*,アグリ,アグリ,アグリ,1/3,C1
agung,1348,1348,3659,名詞,固有名詞,一般,*,*,*,アグン,アグン,アグン,1/3,C2
accordion,1345,1345,3452,名詞,一般,*,*,*,*,アコーディオン,アコーディオン,アコーディオン,2/6,C1
accord,1348,1348,3659,名詞,固有名詞,一般,*,*,*,アコード,アコード,アコード,2/4,C1
assertion,1345,1345,3452,名詞,一般,*,*,*,*,アサーション,アサーション,アサーション,2/5,C1
assign,1345,1345,3452,名詞,一般,*,*,*,*,アサイン,アサイン,アサイン,0/4,C2
assistant,1345,1345,3452,名詞,一般,*,*,*,*,アシスタント,アシスタント,アシスタント,2/6,C1
assist,1345,1345,3452,名詞,一般,*,*,*,*,アシスト,アシスト,アシスト,2/4,C1
assist,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アシスト,アシスト,アシスト,2/4,C1
agenda,1345,1345,2548,名詞,一般,*,*,*,*,アジェンダ,アジェンダ,アジェンダ,2/4,C1
aziz,1350,1350,4390,名詞,固有名詞,人名,姓,*,*,アジズ,アジズ,アジズ,1/3,C1
agitato,1345,1345,3452,名詞,一般,*,*,*,*,アジタート,アジタート,アジタート,3/5,C1
adjust,1345,1345,3452,名詞,一般,*,*,*,*,アジャスト,アジャスト,アジャスト,1/4,C1
ascii,1352,1352,4777,名詞,固有名詞,組織,*,*,*,アスキー,アスキー,アスキー,1/4,C1
ask,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アスク,アスク,アスク,1/3,C1
asterisk,1345,1345,3452,名詞,一般,*,*,*,*,アスタリスク,アスタリスク,アスタリスク,4/6,C1
asparagus,1345,1345,3452,名詞,一般,*,*,*,*,アスパラガス,アスパラガス,アスパラガス,4/6,C1
aspirin,1345,1345,3445,名詞,一般,*,*,*,*,アスピリン,アスピリン,アスピリン,0/5,C2
asphalt,1345,1345,3445,名詞,一般,*,*,*,*,アスファルト,アスファルト,アスファルト,3/5,C1
aspect,1345,1345,3452,名詞,一般,*,*,*,*,アスペクト,アスペクト,アスペクト,3/5,C1
asmara,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,アスマラ,アスマラ,アスマラ,2/4,C2
asean,1352,1352,4773,名詞,固有名詞,組織,*,*,*,アセアン,アセアン,アセアン,2/4,C2
assemble,1345,1345,3452,名詞,一般,*,*,*,*,アセンブル,アセンブル,アセンブル,2/5,C1
attacker,1345,1345,3445,名詞,一般,*,*,*,*,アタッカー,アタッカー,アタッカー,2/5,C1
attack,1343,1343,4325,名詞,サ変接続,*,*,*,*,アタック,アタック,アタック,2/4,C1
adagio,1345,1345,3452,名詞,一般,*,*,*,*,アダージョ,アダージョ,アダージョ,2/4,C1
adaptor,1345,1345,3448,名詞,一般,*,*,*,*,アダプター,アダプター,アダプター,2/5,C1
adam,1349,1349,3516,名詞,固有名詞,人名,一般,*,*,アダム,アダム,アダム,1/3,C1
adams,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,アダムス,アダムス,アダムス,2/4,C1
adult,1345,1345,3515,名詞,一般,*,*,*,*,アダルト,アダルト,アダルト,2/4,C1
upper,1345,1345,3452,名詞,一般,*,*,*,*,アッパー,アッパー,アッパー,1/4,C1
up,1343,1343,4287,名詞,サ変接続,*,*,*,*,アップ,アップ,アップ,1/3,C1
up,1352,1352,8120,名詞,固有名詞,組織,*,*,*,アップ,アップ,アップ,1/3,C1
applique,1343,1343,4317,名詞,サ変接続,*,*,*,*,アップリケ,アップリケ,アップリケ,3/5,C1
apple,1345,1345,4214,名詞,一般,*,*,*,*,アップル,アップル,アップル,1/4,C1
attention,1345,1345,3452,名詞,一般,*,*,*,*,アテンション,アテンション,アテンション,2/5,C1
addi,1347,1347,6508,名詞,形容動詞語幹,*,*,*,*,アデ,アデ,アデ,0/2,C2
atony,1345,1345,3452,名詞,一般,*,*,*,*,アトニー,アトニー,アトニー,1/4,C1
atopy,1345,1345,2889,名詞,一般,*,*,*,*,アトピー,アトピー,アトピー,1/4,C1
atom,1345,1345,3452,名詞,一般,*,*,*,*,アトム,アトム,アトム,1/3,C1
atom,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アトム,アトム,アトム,1/3,C1
adobe,1352,1352,10000,名詞,固有名詞,組織,*,*,*,アドビ,アドビ,アドビ,0/3,*
adolphe,1351,1351,4304,名詞,固有名詞,人名,名,*,*,アドルフ,アドルフ,アドルフ,2/4,C1
anarchist,1345,1345,3452,名詞,一般,*,*,*,*,アナーキスト,アナーキスト,アナーキスト,2/6,C1
anarchism,1345,1345,3452,名詞,一般,*,*,*,*,アナーキズム,アナーキズム,アナーキズム,4/6,C1
announcer,1345,1345,3440,名詞,一般,*,*,*,*,アナウンサー,アナウンサー,アナウンサー,3/6,C1
announce,1343,1343,4301,名詞,サ変接続,*,*,*,*,アナウンス,アナウンス,アナウンス,3/5,C1
anchronism,1345,1345,3452,名詞,一般,*,*,*,*,アナクロニズム,アナクロニズム,アナクロニズム,5/7,C1
analysis,1345,1345,3452,名詞,一般,*,*,*,*,アナリシス,アナリシス,アナリシス,3/5,C1
annalist,1345,1345,3433,名詞,一般,*,*,*,*,アナリスト,アナリスト,アナリスト,3/5,C1
analogue,1345,1345,3198,名詞,一般,*,*,*,*,アナログ,アナログ,アナログ,0/4,C2
analogy,1345,1345,3452,名詞,一般,*,*,*,*,アナロジー,アナロジー,アナロジー,2/5,C1
annan,1350,1350,4288,名詞,固有名詞,人名,姓,*,*,アナン,アナン,アナン,1/3,C1
anneal,1343,1343,4317,名詞,サ変接続,*,*,*,*,アニール,アニール,アニール,2/4,C1
animism,1345,1345,3452,名詞,一般,*,*,*,*,アニミズム,アニミズム,アニミズム,3/5,C1
anime,1345,1345,2957,名詞,一般,*,*,*,*,アニメ,アニメ,アニメ,1/3,C2
animate,1352,1352,1692,名詞,固有名詞,組織,*,*,*,アニメイト,アニメイト,アニメイト,3/5,*
aniline,1345,1345,3452,名詞,一般,*,*,*,*,アニリン,アニリン,アニリン,2/4,C1
apart,1345,1345,3393,名詞,一般,*,*,*,*,アパート,アパート,アパート,2/4,C1
apparel,1345,1345,3497,名詞,一般,*,*,*,*,アパレル,アパレル,アパレル,1/4,C1
abeam,1345,1345,3452,名詞,一般,*,*,*,*,アビーム,アビーム,アビーム,2/4,C1
abilty,1345,1345,49,名詞,一般,*,*,*,*,アビリティー,アビリティー,アビリティー,2/5,*
appeal,1343,1343,4260,名詞,サ変接続,*,*,*,*,アピール,アピール,アピール,2/4,C1
affine,1345,1345,3452,名詞,一般,*,*,*,*,アフィン,アフィン,アフィン,1/3,C1
aphorism,1345,1345,3452,名詞,一般,*,*,*,*,アフォリズム,アフォリズム,アフォリズム,3/5,C1
afghanistan,1354,1354,3179,名詞,固有名詞,地域,国,*,*,アフガニスタン,アフガニスタン,アフガニスタン,4/7,C1
afghan,1348,1348,3644,名詞,固有名詞,一般,*,*,*,アフガン,アフガン,アフガン,1/4,C2
after,1345,1345,3479,名詞,一般,*,*,*,*,アフター,アフター,アフター,1/4,C1
afrika,1353,1353,4139,名詞,固有名詞,地域,一般,*,*,アフリカ,アフリカ,アフリカ,0/4,C1
african,1345,1345,3440,名詞,一般,*,*,*,*,アフリカン,アフリカン,アフリカン,3/5,C1
abnormal,1347,1347,6411,名詞,形容動詞語幹,*,*,*,*,アブノーマル,アブノーマル,アブノーマル,3/6,C1
avenue,1345,1345,3452,名詞,一般,*,*,*,*,アベニュー,アベニュー,アベニュー,1/4,C1
abelia,1350,1350,4343,名詞,固有名詞,人名,姓,*,*,アベリア,アベリア,アベリア,2/4,C1
appendex,1345,1345,3452,名詞,一般,*,*,*,*,アペンディックス,アペンディックス,アペンディックス,4/7,C1
abort,1345,1345,3452,名詞,一般,*,*,*,*,アボート,アボート,アボート,1/4,C1
avocado,1345,1345,3452,名詞,一般,*,*,*,*,アボカド,アボカド,アボカド,0/4,C2
abbott,1349,1349,3487,名詞,固有名詞,人名,一般,*,*,アボット,アボット,アボット,1/4,C1
apo,1345,1345,3446,名詞,一般,*,*,*,*,アポ,アポ,アポ,1/2,C3
appoint,1345,1345,3448,名詞,一般,*,*,*,*,アポイント,アポイント,アポイント,2/5,C1
apollo,1348,1348,3870,名詞,固有名詞,一般,*,*,*,アポロ,アポロ,アポロ,1/3,C2
amateur,1345,1345,3428,名詞,一般,*,*,*,*,アマチュア,アマチュア,アマチュア,0/4,C2
amaryllis,1345,1345,3452,名詞,一般,*,*,*,*,アマリリス,アマリリス,アマリリス,3/5,C1
amalgam,1345,1345,3452,名詞,一般,*,*,*,*,アマルガム,アマルガム,アマルガム,2/5,C1
ami,1345,1345,4101,名詞,一般,*,*,*,*,アミ,アミ,アミ,1/2,C3
amoeba,1345,1345,3452,名詞,一般,*,*,*,*,アミーバ,アミーバ,アミーバ,2/4,C1
america,1354,1354,4120,名詞,固有名詞,地域,国,*,*,アメリカ,アメリカ,アメリカ,0/4,C1
american,1345,1345,3165,名詞,一般,*,*,*,*,アメリカン,アメリカン,アメリカン,2/5,C1
allah,1349,1349,3516,名詞,固有名詞,人名,一般,*,*,アラー,アラー,アラー,1/3,C2
alert,1345,1345,8360,名詞,一般,*,*,*,*,アラート,アラート,アラート,2/4,*
alarm,1345,1345,7000,名詞,一般,*,*,*,*,アラーム,アラーム,アラーム,2/4,*
arabama,1353,1353,4347,名詞,固有名詞,地域,一般,*,*,アラバマ,アラバマ,アラバマ,0/4,C1
arabia,1353,1353,5057,名詞,固有名詞,地域,一般,*,*,アラビア,アラビア,アラビア,0/4,C1
arafat,1350,1350,4174,名詞,固有名詞,人名,姓,*,*,アラファト,アラファト,アラファト,0/4,C1
arab,1353,1353,700,名詞,固有名詞,地域,一般,*,*,アラブ,アラブ,アラブ,1/3,C1
arab,1354,1354,3662,名詞,固有名詞,地域,国,*,*,アラブ,アラブ,アラブ,1/3,C1
arabesque,1345,1345,3452,名詞,一般,*,*,*,*,アラベスク,アラベスク,アラベスク,3/5,C1
aran,1351,1351,4297,名詞,固有名詞,人名,名,*,*,アラン,アラン,アラン,1/3,C1
ari,1345,1345,3495,名詞,一般,*,*,*,*,アリ,アリ,アリ,0/2,C3
ari,1350,1350,3790,名詞,固有名詞,人名,姓,*,*,アリ,アリ,アリ,0/2,C3
arena,1345,1345,4513,名詞,一般,*,*,*,*,アリーナ,アリーナ,アリーナ,2/4,C1
arena,1351,1351,4569,名詞,固有名詞,人名,名,*,*,アリーナ,アリーナ,アリーナ,2/4,C1
arrear,1345,1345,3464,名詞,一般,*,*,*,*,アリア,アリア,アリア,1/3,C1
arith,1351,1351,4234,名詞,固有名詞,人名,名,*,*,アリス,アリス,アリス,1/3,C1
arizona,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,アリゾナ,アリゾナ,アリゾナ,0/4,C2
arita,1352,1352,4585,名詞,固有名詞,組織,*,*,*,アリタ,アリタ,アリタ,1/3,C2
alkali,1345,1345,3452,名詞,一般,*,*,*,*,アルカリ,アルカリ,アルカリ,0/4,C2
alkaloid,1345,1345,3452,名詞,一般,*,*,*,*,アルカロイド,アルカロイド,アルカロイド,4/6,C1
algorithm,1345,1345,3452,名詞,一般,*,*,*,*,アルゴリズム,アルゴリズム,アルゴリズム,4/6,C1
algeria,1354,1354,3102,名詞,固有名詞,地域,国,*,*,アルジェリア,アルジェリア,アルジェリア,0/5,C1
alzheimer,1345,1345,3448,名詞,一般,*,*,*,*,アルツハイマー,アルツハイマー,アルツハイマー,4/7,C1
altec,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アルテック,アルテック,アルテック,3/5,C1
alto,1345,1345,3462,名詞,一般,*,*,*,*,アルト,アルト,アルト,1/3,C1
alto,1348,1348,3672,名詞,固有名詞,一般,*,*,*,アルト,アルト,アルト,1/3,C1
alberta,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,アルバータ,アルバータ,アルバータ,3/5,C1
albert,1351,1351,4304,名詞,固有名詞,人名,名,*,*,アルバート,アルバート,アルバート,3/5,C1
album,1345,1345,3095,名詞,一般,*,*,*,*,アルバム,アルバム,アルバム,0/4,C2
alpine,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アルパイン,アルパイン,アルパイン,3/5,C1
alpaca,1345,1345,3452,名詞,一般,*,*,*,*,アルパカ,アルパカ,アルパカ,0/4,C2
alpinist,1345,1345,3452,名詞,一般,*,*,*,*,アルピニスト,アルピニスト,アルピニスト,4/6,C1
alphabet,1345,1345,3431,名詞,一般,*,*,*,*,アルファベット,アルファベット,アルファベット,4/6,C1
alps,1353,1353,4751,名詞,固有名詞,地域,一般,*,*,アルプス,アルプス,アルプス,1/4,C1
alberoto,1351,1351,4304,名詞,固有名詞,人名,名,*,*,アルベルト,アルベルト,アルベルト,3/5,C1
alpen,1345,1345,3316,名詞,一般,*,*,*,*,アルペン,アルペン,アルペン,1/4,C1
alpen,1352,1352,5366,名詞,固有名詞,組織,*,*,*,アルペン,アルペン,アルペン,1/4,C1
alumite,1345,1345,3452,名詞,一般,*,*,*,*,アルマイト,アルマイト,アルマイト,3/5,C1
alumina,1345,1345,3452,名詞,一般,*,*,*,*,アルミナ,アルミナ,アルミナ,0/4,C2
array,1345,1345,3483,名詞,一般,*,*,*,*,アレイ,アレイ,アレイ,2/3,C2
allegretto,1345,1345,3452,名詞,一般,*,*,*,*,アレグレット,アレグレット,アレグレット,2/6,C1
allegro,1345,1345,3452,名詞,一般,*,*,*,*,アレグロ,アレグロ,アレグロ,0/4,C2
allegory,1345,1345,3452,名詞,一般,*,*,*,*,アレゴリー,アレゴリー,アレゴリー,2/5,C1
alex,1351,1351,4228,名詞,固有名詞,人名,名,*,*,アレックス,アレックス,アレックス,2/5,C1
allen,1350,1350,4354,名詞,固有名詞,人名,姓,*,*,アレン,アレン,アレン,1/3,C2
arrenge,1343,1343,4313,名詞,サ変接続,*,*,*,*,アレンジ,アレンジ,アレンジ,2/4,C1
aloe,1345,1345,3448,名詞,一般,*,*,*,*,アロエ,アロエ,アロエ,0/3,C2
awa,1345,1345,3473,名詞,一般,*,*,*,*,アワ,アワ,アワ,1/2,C3
our,1345,1345,3499,名詞,一般,*,*,*,*,アワー,アワー,アワー,1/3,C1
un,1345,1345,5009,名詞,一般,*,*,*,*,アン,アン,アン,1/2,C3
un,1351,1351,4860,名詞,固有名詞,人名,名,*,*,アン,アン,アン,1/2,C3
anchor,1345,1345,3422,名詞,一般,*,*,*,*,アンカー,アンカー,アンカー,1/4,C1
uncle,1345,1345,3452,名詞,一般,*,*,*,*,アンクル,アンクル,アンクル,1/4,C1
angle,1345,1345,3417,名詞,一般,*,*,*,*,アングル,アングル,アングル,1/4,C1
encore,1343,1343,4217,名詞,サ変接続,*,*,*,*,アンコール,アンコール,アンコール,3/5,C1
angola,1345,1345,3557,名詞,一般,*,*,*,*,アンゴラ,アンゴラ,アンゴラ,0/4,C2
angola,1353,1353,2794,名詞,固有名詞,地域,一般,*,*,アンゴラ,アンゴラ,アンゴラ,0/4,C2
angola,1354,1354,4186,名詞,固有名詞,地域,国,*,*,アンゴラ,アンゴラ,アンゴラ,0/4,C2
ensemble,1345,1345,3452,名詞,一般,*,*,*,*,アンサンブル,アンサンブル,アンサンブル,3/6,C1
angelus,1345,1345,3452,名詞,一般,*,*,*,*,アンジェラス,アンジェラス,アンジェラス,1/5,C1
anjou,1341,1341,5156,副詞,一般,*,*,*,*,アンジョウ,アンジョウ,アンジョウ,1/4,*
anthology,1345,1345,3452,名詞,一般,*,*,*,*,アンソロジー,アンソロジー,アンソロジー,3/6,C1
under,1345,1345,2699,名詞,一般,*,*,*,*,アンダー,アンダー,アンダー,1/4,C1
under,1360,1360,6922,名詞,接尾,助数詞,*,*,*,アンダー,アンダー,アンダー,1/4,C1
anderson,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,アンダーソン,アンダーソン,アンダーソン,3/6,C1
antique,1345,1345,3323,名詞,一般,*,*,*,*,アンティーク,アンティーク,アンティーク,3/5,C1
antenna,1345,1345,3483,名詞,一般,*,*,*,*,アンテナ,アンテナ,アンテナ,0/4,C2
andes,1353,1353,4228,名詞,固有名詞,地域,一般,*,*,アンデス,アンデス,アンデス,1/4,C1
antonio,1351,1351,4297,名詞,固有名詞,人名,名,*,*,アントニオ,アントニオ,アントニオ,3/5,C1
and,1345,1345,3302,名詞,一般,*,*,*,*,アンド,アンド,アンド,0/3,C2
and,1348,1348,2944,名詞,固有名詞,一般,*,*,*,アンド,アンド,アンド,0/3,C2
anna,1349,1349,3511,名詞,固有名詞,人名,一般,*,*,アンナ,アンナ,アンナ,1/3,C2
umber,1345,1345,3452,名詞,一般,*,*,*,*,アンバー,アンバー,アンバー,1/4,C1
amp,1345,1345,3452,名詞,一般,*,*,*,*,アンプ,アンプ,アンプ,1/3,C1
ample,1345,1345,3452,名詞,一般,*,*,*,*,アンプル,アンプル,アンプル,1/4,C1
ampere,1345,1345,3755,名詞,一般,*,*,*,*,アンペア,アンペア,アンペア,3/4,C1
ampere,1360,1360,8305,名詞,接尾,助数詞,*,*,*,アンペア,アンペア,アンペア,3/4,C1
amman,1353,1353,4021,名詞,固有名詞,地域,一般,*,*,アンマン,アンマン,アンマン,1/4,C2
aeon,1352,1352,4841,名詞,固有名詞,組織,*,*,*,イーオン,イーオン,イーオン,1/4,C2
eagle,1345,1345,3445,名詞,一般,*,*,*,*,イーグル,イーグル,イーグル,1/4,C1
easter,1345,1345,3452,名詞,一般,*,*,*,*,イースター,イースター,イースター,1/5,C1
easter,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,イースター,イースター,イースター,1/5,C1
eastern,1345,1345,3452,名詞,一般,*,*,*,*,イースタン,イースタン,イースタン,1/5,C1
yeast,1345,1345,3459,名詞,一般,*,*,*,*,イースト,イースト,イースト,0/4,C2
eton,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,イートン,イートン,イートン,0/4,C1
oeno,1350,1350,4335,名詞,固有名詞,人名,姓,*,*,イーノ,イーノ,イーノ,1/3,C2
yes,1345,1345,3351,名詞,一般,*,*,*,*,イエス,イエス,イエス,2/3,C1
yes,1351,1351,4597,名詞,固有名詞,人名,名,*,*,イエス,イエス,イエス,2/3,C1
exit,1345,1345,3452,名詞,一般,*,*,*,*,イグジット,イグジット,イグジット,3/5,C1
isao,1351,1351,4264,名詞,固有名詞,人名,名,*,*,イサオ,イサオ,イサオ,0/3,C2
istanbul,1353,1353,3893,名詞,固有名詞,地域,一般,*,*,イスタンブール,イスタンブール,イスタンブール,5/7,C1
israel,1345,1345,4442,名詞,一般,*,*,*,*,イスラエル,イスラエル,イスラエル,3/5,C1
israel,1354,1354,147,名詞,固有名詞,地域,国,*,*,イスラエル,イスラエル,イスラエル,3/5,C1
islamabad,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,イスラマバード,イスラマバード,イスラマバード,5/7,C1
islam,1348,1348,2764,名詞,固有名詞,一般,*,*,*,イスラム,イスラム,イスラム,2/4,C1
islam,1351,1351,5038,名詞,固有名詞,人名,名,*,*,イスラム,イスラム,イスラム,2/4,C1
ism,1345,1345,3452,名詞,一般,*,*,*,*,イズム,イズム,イズム,1/3,C1
aesop,1352,1352,4841,名詞,固有名詞,組織,*,*,*,イソップ,イソップ,イソップ,2/4,C1
italy,1354,1354,3192,名詞,固有名詞,地域,国,*,*,イタリー,イタリー,イタリー,2/4,C2
italia,1354,1354,3035,名詞,固有名詞,地域,国,*,*,イタリア,イタリア,イタリア,0/4,C1
italian,1345,1345,3452,名詞,一般,*,*,*,*,イタリアン,イタリアン,イタリアン,2/5,C1
italic,1345,1345,3452,名詞,一般,*,*,*,*,イタリック,イタリック,イタリック,3/5,C1
it,1345,1345,3159,名詞,一般,*,*,*,*,イット,イット,イット,1/3,C1
idiom,1345,1345,3452,名詞,一般,*,*,*,*,イディオム,イディオム,イディオム,1/4,C1
